Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30
1-T-R_unscaled,1-T-R_unsmooth,DA,DA_1stderiv,DA_2ndderiv,DA_unscaled,E,IA,IA_1stderiv,IA_2ndderiv,IA_unscaled,TR,TR_unscaled,TR_unsmooth,abs,abs_1stderiv,abs_2ndderiv,abs_unscaled,abs_unsmooth,av-raw_refl,av-raw_trans,dark_refl,dark_trans,fitdata-DA,fitdata-IA,rawselectinds,ref_refl,ref_trans,refl_unsmooth,trans_unsmooth
0.046,0.038,0.013,0,0,0.092,1.761,0.335,0.002,0,0.55,0.842,0.95,0.958,0.193,0.276,-1.938,0.172,0.043,1.242,2.892,1.02,0.966,0.012,0.334,0,3.684,3.158,0.083,0.878
0.048,0.048,0.013,0,0,0.095,1.768,0.338,0.002,0,0.555,0.84,0.948,0.948,0.195,0.259,-2.113,0.174,0.053,1.243,2.902,1.033,0.966,0.013,0.337,0,3.754,3.178,0.077,0.875
0.049,0.049,0.013,0,0,0.097,1.775,0.34,0.002,0,0.559,0.839,0.946,0.947,0.197,0.24,-2.275,0.176,0.054,1.233,2.835,1.029,0.966,0.013,0.34,0,3.67,3.104,0.077,0.874
0.051,0.053,0.014,0,0,0.1,1.783,0.343,0.002,0,0.563,0.837,0.945,0.942,0.199,0.221,-2.409,0.178,0.06,1.222,2.731,1.022,0.967,0.013,0.343,0,3.532,3.002,0.08,0.867
0.052,0.048,0.014,0,0,0.103,1.791,0.345,0.002,0,0.566,0.836,0.943,0.948,0.201,0.202,-2.513,0.179,0.053,1.217,2.673,1.022,0.966,0.014,0.346,0,3.412,2.926,0.081,0.871
0.053,0.051,0.015,0,0,0.105,1.798,0.347,0.002,0,0.57,0.835,0.942,0.945,0.202,0.181,-2.609,0.181,0.057,1.213,2.659,1.029,0.966,0.014,0.349,0,3.388,2.91,0.078,0.871
0.054,0.061,0.015,0,0,0.108,1.806,0.349,0.002,0,0.573,0.834,0.941,0.934,0.204,0.16,-2.686,0.182,0.069,1.216,2.661,1.032,0.966,0.014,0.352,0,3.404,2.934,0.078,0.861
0.055,0.06,0.015,0,0,0.11,1.814,0.351,0.002,0,0.576,0.833,0.94,0.934,0.205,0.138,-2.71,0.183,0.068,1.224,2.668,1.026,0.966,0.015,0.353,0,3.392,2.953,0.084,0.856
0.056,0.056,0.015,0,0,0.112,1.822,0.353,0.002,0,0.579,0.832,0.939,0.939,0.206,0.116,-2.74,0.184,0.063,1.221,2.678,1.024,0.967,0.015,0.354,0,3.396,2.954,0.083,0.861
0.056,0.057,0.016,0,0,0.114,1.829,0.354,0.001,0,0.58,0.832,0.939,0.937,0.206,0.092,-2.763,0.184,0.065,1.223,2.657,1.022,0.966,0.015,0.355,0,3.346,2.94,0.086,0.857
0.057,0.067,0.016,0,0,0.116,1.837,0.355,0.001,0,0.583,0.831,0.938,0.927,0.207,0.068,-2.762,0.185,0.076,1.221,2.632,1.03,0.967,0.016,0.355,0,3.352,2.925,0.083,0.85
0.058,0.054,0.016,0,0,0.118,1.846,0.357,0.001,0,0.586,0.83,0.937,0.941,0.208,0.044,-2.742,0.186,0.061,1.224,2.644,1.028,0.966,0.016,0.356,0,3.344,2.915,0.085,0.861
0.058,0.057,0.016,0,0,0.119,1.854,0.358,0.001,0,0.588,0.83,0.937,0.938,0.209,0.021,-2.708,0.186,0.065,1.22,2.626,1.024,0.966,0.016,0.357,0,3.338,2.901,0.085,0.858
0.058,0.056,0.017,0,0,0.12,1.862,0.359,0.001,0,0.589,0.83,0.937,0.939,0.209,-0.002,-2.634,0.186,0.063,1.231,2.638,1.027,0.967,0.016,0.357,0,3.362,2.917,0.087,0.857
0.058,0.056,0.017,0,0,0.121,1.87,0.359,0.001,0,0.589,0.83,0.937,0.939,0.208,-0.024,-2.521,0.186,0.063,1.233,2.681,1.03,0.966,0.017,0.358,0,3.458,2.96,0.084,0.86
0.057,0.055,0.017,0,0,0.122,1.878,0.36,0,0,0.59,0.831,0.937,0.94,0.208,-0.045,-2.338,0.186,0.062,1.242,2.702,1.029,0.966,0.017,0.359,0,3.502,2.987,0.086,0.859
0.057,0.052,0.017,0,0,0.123,1.887,0.361,0,0,0.592,0.831,0.937,0.943,0.208,-0.064,-2.088,0.186,0.059,1.239,2.696,1.024,0.967,0.017,0.359,0,3.496,2.975,0.087,0.861
0.057,0.056,0.017,0,0,0.123,1.895,0.361,0,0,0.593,0.831,0.938,0.939,0.208,-0.079,-1.782,0.185,0.063,1.234,2.676,1.032,0.966,0.017,0.36,0,3.457,2.954,0.084,0.86
0.057,0.062,0.017,0,0,0.124,1.904,0.362,0,0,0.593,0.831,0.938,0.932,0.207,-0.091,-1.398,0.185,0.071,1.238,2.673,1.028,0.966,0.017,0.361,0,3.436,2.973,0.087,0.851
0.057,0.053,0.017,0,0,0.125,1.912,0.362,0,0,0.594,0.831,0.938,0.942,0.207,-0.099,-0.924,0.185,0.06,1.242,2.731,1.026,0.966,0.017,0.361,0,3.487,3.02,0.088,0.86
0.056,0.051,0.017,0,0,0.126,1.921,0.363,0,0,0.595,0.832,0.938,0.944,0.207,-0.101,-0.362,0.184,0.058,1.25,2.776,1.032,0.966,0.017,0.362,0,3.588,3.063,0.086,0.863
0.056,0.057,0.017,0,0,0.126,1.93,0.363,0,0,0.595,0.832,0.939,0.938,0.206,-0.096,0.286,0.184,0.064,1.256,2.793,1.029,0.967,0.017,0.363,0,3.648,3.098,0.087,0.857
0.055,0.056,0.017,0,0,0.126,1.939,0.363,0,0,0.596,0.833,0.94,0.939,0.205,-0.086,1.025,0.183,0.063,1.259,2.825,1.033,0.966,0.018,0.364,0,3.658,3.133,0.086,0.858
0.055,0.057,0.017,0,0,0.127,1.947,0.364,0,0,0.597,0.833,0.94,0.937,0.205,-0.067,1.852,0.183,0.065,1.266,2.86,1.033,0.966,0.018,0.364,0,3.702,3.179,0.087,0.856
0.054,0.056,0.018,0,0,0.127,1.956,0.364,0.001,0,0.597,0.833,0.94,0.939,0.204,-0.041,2.772,0.182,0.063,1.266,2.897,1.032,0.966,0.018,0.365,0,3.747,3.217,0.086,0.858
0.054,0.055,0.018,0,0,0.128,1.965,0.364,0.001,0,0.598,0.834,0.941,0.939,0.204,-0.005,3.768,0.182,0.063,1.274,2.905,1.031,0.966,0.018,0.366,0,3.757,3.233,0.089,0.856
0.053,0.056,0.018,0,0,0.128,1.975,0.364,0.001,0,0.598,0.834,0.942,0.938,0.203,0.041,4.829,0.181,0.064,1.272,2.89,1.027,0.966,0.018,0.367,0,3.712,3.223,0.091,0.852
0.053,0.056,0.018,0,0,0.129,1.984,0.365,0.002,0,0.599,0.834,0.942,0.938,0.203,0.095,5.929,0.181,0.064,1.271,2.88,1.03,0.966,0.018,0.367,0,3.702,3.208,0.09,0.853
0.053,0.056,0.018,0,0,0.131,1.993,0.366,0.002,0.001,0.601,0.834,0.941,0.938,0.203,0.16,7.038,0.181,0.064,1.268,2.868,1.017,0.966,0.018,0.368,0,3.703,3.202,0.093,0.851
0.054,0.054,0.018,0,0,0.132,2.002,0.367,0.003,0.001,0.603,0.834,0.941,0.941,0.203,0.233,8.127,0.182,0.061,1.273,2.866,1.026,0.966,0.018,0.369,0,3.699,3.191,0.092,0.854
0.054,0.06,0.019,0.001,0,0.135,2.012,0.369,0.004,0.001,0.606,0.833,0.94,0.934,0.204,0.316,9.17,0.182,0.069,1.275,2.879,1.026,0.966,0.019,0.37,0,3.724,3.223,0.092,0.847
0.056,0.052,0.019,0.001,0,0.139,2.022,0.372,0.004,0.001,0.611,0.831,0.938,0.942,0.207,0.406,10.136,0.185,0.06,1.287,2.927,1.024,0.966,0.019,0.37,0,3.78,3.268,0.095,0.852
0.058,0.061,0.02,0.001,0,0.145,2.031,0.376,0.005,0.001,0.617,0.829,0.936,0.933,0.21,0.504,10.958,0.187,0.07,1.298,2.988,1.026,0.966,0.019,0.371,0,3.908,3.36,0.094,0.845
0.061,0.066,0.021,0.001,0,0.152,2.041,0.38,0.006,0.001,0.624,0.826,0.932,0.927,0.214,0.607,11.639,0.191,0.076,1.319,3.093,1.032,0.967,0.019,0.377,0,4.046,3.502,0.095,0.839
0.065,0.067,0.022,0.002,0,0.161,2.051,0.386,0.007,0.001,0.634,0.822,0.928,0.925,0.219,0.714,12.166,0.196,0.078,1.345,3.283,1.026,0.966,0.022,0.385,0,4.309,3.739,0.097,0.835
0.07,0.068,0.024,0.002,0,0.172,2.061,0.392,0.008,0.001,0.644,0.818,0.923,0.925,0.226,0.824,12.504,0.201,0.078,1.397,3.59,1.022,0.966,0.024,0.394,0,4.737,4.121,0.101,0.831
0.076,0.068,0.026,0.003,0,0.186,2.071,0.4,0.008,0.001,0.657,0.812,0.916,0.924,0.234,0.934,12.624,0.208,0.079,1.51,4.246,1.022,0.966,0.027,0.402,0,5.772,4.923,0.103,0.829
0.082,0.074,0.028,0.003,0.001,0.203,2.081,0.409,0.009,0.001,0.671,0.805,0.909,0.917,0.242,1.043,12.489,0.216,0.087,1.917,6.605,1.03,0.966,0.029,0.411,0,9.711,7.814,0.102,0.823
0.09,0.083,0.031,0.004,0.001,0.223,2.091,0.419,0.01,0.001,0.687,0.798,0.9,0.908,0.253,1.148,12.097,0.226,0.097,2.792,12.504,1.027,0.966,0.032,0.419,0,18.529,15.103,0.101,0.816
0.099,0.092,0.034,0.004,0.001,0.248,2.101,0.43,0.011,0.001,0.705,0.789,0.89,0.898,0.265,1.247,11.462,0.237,0.108,3.395,16.908,1.03,0.966,0.035,0.43,0,25.708,20.603,0.096,0.812
0.109,0.102,0.038,0.005,0.001,0.277,2.111,0.442,0.012,0.001,0.725,0.779,0.879,0.888,0.279,1.338,10.598,0.249,0.119,3.089,14.892,1.028,0.966,0.037,0.443,0,23.382,18.239,0.092,0.806
0.119,0.116,0.043,0.006,0.001,0.31,2.122,0.455,0.012,0.001,0.746,0.769,0.868,0.872,0.294,1.42,9.524,0.262,0.137,2.191,8.376,1.028,0.967,0.04,0.456,0,14.142,10.288,0.089,0.795
0.13,0.13,0.048,0.006,0.001,0.348,2.132,0.468,0.013,0.001,0.768,0.758,0.856,0.856,0.31,1.49,8.279,0.277,0.155,1.536,4.043,1.026,0.966,0.045,0.47,0,6.657,4.917,0.091,0.779
0.142,0.143,0.054,0.007,0.001,0.393,2.143,0.483,0.013,0,0.792,0.746,0.842,0.842,0.328,1.548,6.907,0.293,0.172,1.374,3.117,1.028,0.967,0.054,0.484,0,4.578,3.798,0.098,0.759
0.155,0.151,0.061,0.007,0.001,0.444,2.154,0.498,0.013,0,0.816,0.734,0.828,0.832,0.347,1.593,5.435,0.309,0.183,1.348,2.917,1.026,0.966,0.063,0.498,0,4.208,3.575,0.101,0.748
0.168,0.173,0.069,0.008,0.001,0.501,2.165,0.513,0.014,0,0.841,0.721,0.814,0.808,0.366,1.624,3.893,0.327,0.213,1.338,2.827,1.03,0.967,0.072,0.512,0,4.175,3.517,0.098,0.729
0.181,0.188,0.078,0.008,0.001,0.563,2.176,0.528,0.014,0,0.866,0.708,0.799,0.791,0.386,1.64,2.356,0.345,0.234,1.339,2.796,1.026,0.967,0.081,0.526,0,4.2,3.531,0.099,0.713
0.194,0.198,0.087,0.009,0,0.63,2.187,0.543,0.014,0,0.891,0.696,0.785,0.779,0.407,1.642,0.86,0.363,0.25,1.373,2.881,1.022,0.966,0.091,0.54,0,4.449,3.706,0.102,0.699
0.207,0.208,0.097,0.009,0,0.702,2.198,0.558,0.014,0,0.915,0.683,0.771,0.767,0.427,1.63,-0.556,0.381,0.266,1.802,4.218,1.022,0.966,0.1,0.555,0,8.135,5.731,0.11,0.683
0.22,0.224,0.107,0.01,0,0.778,2.209,0.572,0.013,0,0.939,0.671,0.757,0.75,0.447,1.605,-1.859,0.399,0.288,3.276,12.499,1.022,0.967,0.11,0.569,0,22.273,18.168,0.106,0.67
0.232,0.236,0.118,0.01,0,0.859,2.221,0.587,0.013,0,0.963,0.659,0.743,0.739,0.468,1.568,-3.011,0.417,0.303,4.201,18.393,1.03,0.966,0.119,0.584,0,33.942,27.069,0.096,0.668
0.244,0.241,0.13,0.01,0,0.942,2.232,0.6,0.013,0,0.985,0.647,0.731,0.735,0.487,1.52,-3.991,0.435,0.308,3.738,16.582,1.027,0.966,0.129,0.599,0,30.374,24.389,0.092,0.667
0.254,0.256,0.141,0.01,0,1.025,2.244,0.613,0.012,-0.001,1.006,0.637,0.719,0.72,0.506,1.463,-4.805,0.451,0.328,2.262,7.434,1.027,0.966,0.139,0.614,0,15.582,10.78,0.085,0.659
0.265,0.267,0.153,0.01,0,1.109,2.255,0.625,0.012,-0.001,1.026,0.627,0.707,0.707,0.523,1.398,-5.438,0.467,0.347,1.38,2.766,1.024,0.966,0.149,0.629,0,5.036,3.761,0.089,0.644
0.274,0.271,0.165,0.01,0,1.195,2.267,0.637,0.011,-0.001,1.046,0.617,0.697,0.7,0.54,1.327,-5.871,0.482,0.357,1.288,2.402,1.025,0.966,0.159,0.644,0,3.753,3.237,0.096,0.632
0.283,0.29,0.176,0.01,0,1.279,2.279,0.648,0.011,-0.001,1.063,0.609,0.687,0.68,0.556,1.251,-6.115,0.496,0.386,1.261,2.276,1.024,0.966,0.169,0.656,0,3.545,3.094,0.094,0.616
0.291,0.295,0.187,0.01,0,1.357,2.291,0.658,0.01,-0.001,1.079,0.601,0.679,0.674,0.57,1.173,-6.169,0.508,0.395,1.246,2.193,1.022,0.967,0.179,0.662,0,3.356,2.98,0.096,0.609
0.298,0.295,0.198,0.01,0,1.434,2.303,0.667,0.01,-0.001,1.094,0.595,0.671,0.673,0.582,1.095,-6.038,0.52,0.396,1.241,2.137,1.023,0.966,0.189,0.669,0,3.266,2.892,0.097,0.608
0.304,0.309,0.208,0.01,0,1.507,2.316,0.675,0.009,-0.001,1.108,0.589,0.664,0.658,0.594,1.018,-5.758,0.53,0.418,1.235,2.1,1.026,0.966,0.199,0.675,0,3.242,2.867,0.094,0.596
0.31,0.307,0.218,0.01,0,1.579,2.328,0.683,0.009,-0.001,1.121,0.583,0.658,0.661,0.605,0.944,-5.325,0.54,0.414,1.23,2.085,1.026,0.966,0.21,0.681,0,3.2,2.833,0.094,0.599
0.316,0.315,0.228,0.01,0,1.65,2.341,0.691,0.008,0,1.133,0.578,0.652,0.653,0.615,0.876,-4.774,0.549,0.427,1.225,2.053,1.026,0.966,0.22,0.688,0,3.16,2.802,0.093,0.592
0.321,0.315,0.237,0.01,0,1.719,2.353,0.698,0.008,0,1.145,0.573,0.646,0.652,0.624,0.813,-4.147,0.557,0.427,1.223,2.034,1.03,0.966,0.231,0.694,0,3.094,2.772,0.093,0.591
0.325,0.328,0.246,0.01,0,1.787,2.366,0.705,0.007,0,1.156,0.568,0.641,0.64,0.633,0.758,-3.467,0.565,0.446,1.217,2.004,1.034,0.966,0.242,0.701,0,3.068,2.748,0.09,0.583
0.329,0.332,0.256,0.01,0,1.854,2.379,0.711,0.007,0,1.167,0.564,0.637,0.634,0.641,0.71,-2.741,0.572,0.456,1.213,1.969,1.025,0.966,0.253,0.707,0,3.025,2.713,0.094,0.574
0.333,0.325,0.265,0.01,0,1.921,2.392,0.717,0.007,0,1.177,0.56,0.632,0.64,0.649,0.671,-2.005,0.579,0.446,1.215,1.974,1.026,0.966,0.264,0.714,0,3.02,2.706,0.095,0.579
0.337,0.331,0.274,0.01,0,1.986,2.406,0.723,0.007,0,1.187,0.557,0.628,0.634,0.656,0.641,-1.291,0.586,0.455,1.211,1.967,1.024,0.966,0.275,0.721,0,3.007,2.708,0.094,0.574
0.341,0.344,0.283,0.01,0,2.053,2.419,0.729,0.007,0,1.197,0.553,0.624,0.621,0.664,0.619,-0.615,0.592,0.477,1.219,1.967,1.034,0.966,0.286,0.727,0,3.064,2.74,0.091,0.564
0.345,0.344,0.293,0.011,0,2.127,2.432,0.736,0.006,0,1.208,0.549,0.62,0.62,0.672,0.606,0.008,0.6,0.478,1.235,2.031,1.026,0.966,0.298,0.734,0,3.222,2.864,0.095,0.561
0.349,0.352,0.303,0.011,0,2.199,2.446,0.742,0.007,0,1.218,0.545,0.615,0.612,0.679,0.6,0.562,0.606,0.492,1.251,2.129,1.024,0.966,0.309,0.741,0,3.428,3.067,0.095,0.554
0.353,0.354,0.314,0.011,0.001,2.274,2.46,0.748,0.007,0,1.228,0.542,0.611,0.609,0.687,0.601,1.037,0.613,0.495,1.258,2.168,1.026,0.966,0.321,0.748,0,3.48,3.144,0.095,0.552
0.357,0.353,0.324,0.012,0.001,2.353,2.474,0.755,0.007,0,1.239,0.538,0.607,0.61,0.695,0.608,1.428,0.62,0.495,1.243,2.093,1.025,0.966,0.332,0.755,0,3.335,3.006,0.094,0.552
0.36,0.36,0.335,0.013,0.001,2.433,2.488,0.761,0.007,0,1.249,0.534,0.603,0.602,0.702,0.62,1.729,0.627,0.507,1.226,1.983,1.025,0.966,0.344,0.762,0,3.163,2.829,0.094,0.546
0.364,0.367,0.347,0.013,0.001,2.518,2.502,0.768,0.007,0,1.26,0.53,0.599,0.596,0.71,0.636,1.944,0.634,0.518,1.218,1.949,1.03,0.966,0.356,0.77,0,3.08,2.782,0.091,0.541
0.368,0.371,0.36,0.014,0.001,2.608,2.517,0.774,0.007,0,1.271,0.526,0.594,0.589,0.719,0.655,2.076,0.642,0.529,1.218,1.921,1.02,0.966,0.368,0.777,0,3.052,2.763,0.097,0.532
0.372,0.368,0.374,0.015,0.001,2.71,2.531,0.782,0.008,0,1.283,0.522,0.589,0.594,0.729,0.676,2.135,0.65,0.52,1.205,1.893,1.024,0.966,0.381,0.784,0,2.968,2.685,0.093,0.539
0.377,0.378,0.389,0.016,0.001,2.819,2.546,0.79,0.008,0,1.296,0.517,0.584,0.583,0.739,0.697,2.122,0.659,0.54,1.202,1.87,1.022,0.967,0.393,0.792,0,2.957,2.676,0.093,0.528
0.382,0.382,0.405,0.017,0.001,2.934,2.561,0.798,0.008,0,1.309,0.512,0.578,0.578,0.749,0.719,2.047,0.669,0.548,1.221,1.9,1.028,0.966,0.406,0.8,0,3.066,2.75,0.095,0.523
0.387,0.388,0.422,0.018,0.001,3.063,2.576,0.806,0.008,0,1.323,0.507,0.572,0.572,0.761,0.739,1.925,0.679,0.558,1.231,1.978,1.026,0.967,0.422,0.808,0,3.221,2.917,0.093,0.519
0.392,0.39,0.441,0.019,0.001,3.196,2.591,0.815,0.008,0,1.337,0.502,0.566,0.569,0.773,0.757,1.762,0.69,0.563,1.235,1.992,1.024,0.966,0.441,0.817,0,3.249,2.957,0.095,0.515
0.398,0.398,0.46,0.02,0.001,3.337,2.606,0.824,0.009,0,1.352,0.496,0.56,0.561,0.785,0.773,1.56,0.701,0.577,1.229,1.95,1.03,0.966,0.46,0.825,0,3.187,2.897,0.092,0.51
0.404,0.402,0.482,0.021,0.001,3.493,2.622,0.833,0.009,0,1.367,0.49,0.553,0.555,0.799,0.786,1.324,0.713,0.588,1.215,1.852,1.022,0.966,0.48,0.833,0,3.012,2.732,0.097,0.502
0.409,0.406,0.503,0.022,0.001,3.647,2.638,0.842,0.009,0,1.382,0.485,0.547,0.552,0.811,0.796,1.058,0.724,0.595,1.199,1.797,1.026,0.966,0.504,0.842,0,2.866,2.628,0.094,0.5
0.415,0.416,0.525,0.023,0.001,3.805,2.653,0.851,0.009,0,1.397,0.479,0.541,0.54,0.824,0.802,0.769,0.735,0.616,1.196,1.747,1.025,0.966,0.528,0.851,0,2.805,2.565,0.096,0.488
0.421,0.422,0.549,0.024,0.001,3.983,2.67,0.861,0.009,0,1.413,0.473,0.534,0.533,0.838,0.803,0.463,0.748,0.629,1.195,1.748,1.024,0.966,0.552,0.859,0,2.788,2.589,0.097,0.482
0.427,0.427,0.575,0.025,0.001,4.17,2.686,0.871,0.009,0,1.429,0.468,0.528,0.527,0.852,0.799,0.146,0.76,0.641,1.198,1.758,1.021,0.967,0.576,0.868,0,2.832,2.632,0.098,0.475
0.432,0.433,0.6,0.026,0.001,4.351,2.702,0.88,0.009,0,1.444,0.462,0.521,0.52,0.865,0.79,-0.12,0.772,0.653,1.2,1.781,1.025,0.967,0.601,0.877,0,2.833,2.699,0.097,0.47
0.437,0.439,0.626,0.027,0.001,4.538,2.719,0.889,0.009,0,1.46,0.457,0.515,0.513,0.878,0.777,-0.395,0.783,0.667,1.219,1.831,1.026,0.966,0.626,0.886,0,2.988,2.836,0.098,0.463
0.443,0.433,0.652,0.027,0,4.73,2.736,0.899,0.009,0,1.475,0.452,0.51,0.511,0.891,0.759,-0.679,0.795,0.672,1.436,2.262,1.025,0.966,0.652,0.895,0,4.605,3.834,0.115,0.452
0.448,0.443,0.679,0.028,0,4.925,2.753,0.908,0.009,0,1.49,0.447,0.504,0.503,0.903,0.737,-0.969,0.806,0.686,2.246,5.403,1.032,0.966,0.678,0.905,0,12.269,10.846,0.108,0.449
0.452,0.453,0.706,0.028,0,5.124,2.77,0.917,0.009,0,1.505,0.442,0.498,0.496,0.916,0.709,-1.266,0.817,0.701,2.688,7.663,1.028,0.966,0.704,0.914,0,17.416,15.982,0.101,0.446
0.457,0.459,0.734,0.028,0,5.324,2.787,0.926,0.009,0,1.519,0.437,0.493,0.492,0.927,0.676,-1.567,0.828,0.709,2.493,7.299,1.03,0.966,0.73,0.923,0,16.152,15.215,0.097,0.444
0.462,0.474,0.762,0.028,0,5.526,2.805,0.934,0.009,0,1.533,0.433,0.488,0.482,0.939,0.638,-1.873,0.838,0.73,1.657,3.522,1.028,0.966,0.757,0.933,0,8.384,6.764,0.085,0.441
0.466,0.48,0.789,0.027,-0.001,5.726,2.823,0.943,0.008,0,1.547,0.428,0.483,0.477,0.95,0.594,-2.181,0.848,0.741,1.204,1.721,1.033,0.967,0.784,0.943,0,3.065,2.695,0.084,0.436
0.47,0.473,0.817,0.027,-0.001,5.923,2.841,0.951,0.008,0,1.56,0.425,0.479,0.479,0.96,0.545,-2.492,0.857,0.736,1.155,1.538,1.028,0.966,0.811,0.953,0,2.406,2.28,0.092,0.435
0.473,0.478,0.843,0.026,-0.001,6.116,2.859,0.958,0.008,0,1.573,0.421,0.475,0.473,0.969,0.491,-2.804,0.865,0.748,1.142,1.491,1.026,0.966,0.839,0.963,0,2.274,2.187,0.093,0.43
0.477,0.475,0.869,0.025,-0.001,6.302,2.878,0.965,0.007,-0.001,1.584,0.418,0.472,0.471,0.977,0.43,-3.117,0.872,0.754,1.137,1.466,1.015,0.966,0.867,0.973,0,2.202,2.15,0.102,0.422
0.48,0.483,0.893,0.023,-0.002,6.479,2.896,0.972,0.007,-0.001,1.595,0.415,0.469,0.469,0.985,0.364,-3.43,0.879,0.758,1.133,1.486,1.029,0.967,0.895,0.979,0,2.178,2.185,0.091,0.426
0.482,0.482,0.916,0.021,-0.002,6.645,2.915,0.978,0.006,-0.001,1.606,0.413,0.466,0.468,0.991,0.292,-3.741,0.884,0.76,1.14,1.522,1.026,0.967,0.924,0.981,0,2.233,2.278,0.095,0.423
0.484,0.475,0.937,0.019,-0.002,6.796,2.935,0.984,0.005,-0.001,1.615,0.411,0.464,0.471,0.995,0.215,-4.052,0.888,0.754,1.199,1.718,1.028,0.966,0.953,0.984,0,2.694,2.746,0.103,0.422
0.486,0.473,0.956,0.017,-0.003,6.93,2.954,0.989,0.004,-0.001,1.623,0.41,0.463,0.469,0.998,0.131,-4.359,0.891,0.758,1.476,2.845,1.03,0.966,0.969,0.986,0,5.076,5.471,0.11,0.417
0.487,0.483,0.971,0.014,-0.003,7.045,2.974,0.993,0.004,-0.001,1.629,0.41,0.462,0.463,1,0.041,-4.664,0.893,0.769,1.659,3.974,1.027,0.966,0.974,0.989,0,7.294,8.186,0.101,0.417
0.487,0.485,0.984,0.011,-0.003,7.137,2.993,0.996,0.003,-0.001,1.635,0.41,0.462,0.463,1,-0.055,-4.966,0.892,0.769,1.611,3.976,1.026,0.966,0.978,0.991,0,7.08,8.157,0.097,0.419
0.487,0.494,0.993,0.008,-0.004,7.205,3.014,0.998,0.002,-0.001,1.638,0.41,0.463,0.459,0.998,-0.157,-5.263,0.891,0.778,1.325,2.458,1.028,0.966,0.983,0.994,0,4.491,4.518,0.086,0.42
0.487,0.489,0.999,0.004,-0.004,7.244,3.034,1,0.001,-0.001,1.641,0.412,0.465,0.463,0.994,-0.265,-5.556,0.887,0.77,1.124,1.472,1.024,0.966,0.988,0.997,0,2.149,2.165,0.089,0.422
0.485,0.475,1,-0.001,-0.005,7.253,3.055,1,-0.001,-0.001,1.641,0.414,0.467,0.478,0.988,-0.378,-5.844,0.882,0.738,1.105,1.414,1.028,0.967,0.993,0.999,0,1.887,1.995,0.09,0.435
0.483,0.49,0.997,-0.005,-0.005,7.23,3.076,0.999,-0.002,-0.001,1.64,0.417,0.471,0.465,0.979,-0.544,-7.307,0.874,0.765,1.1,1.383,1.032,0.966,0.998,1.002,0,1.836,1.944,0.084,0.426
0.481,0.484,0.987,-0.011,-0.005,7.156,3.093,0.997,-0.003,-0.001,1.636,0.421,0.475,0.471,0.969,-0.754,-9.361,0.865,0.752,1.096,1.372,1.033,0.966,1.002,1.004,715,1.788,1.907,0.084,0.432
